,Project ID,Status,Line Items (Top-Level Only),Quantity
1264,228713753,Contract Signed,Ezra Arched Panel Backdrop,1
1264,228713753,Contract Signed,Charlotte Gold Shelf,1
1264,228713753,Contract Signed,Tall Copper Sign Stand 31.5 x 72 inches,1
1264,228713753,Contract Signed,Kingston Farm Table,1
1264,228713753,Contract Signed,Charleston Farm Table,1
1264,228713753,Contract Signed,Charleston Sweetheart Farm Table,1
1264,228713753,Contract Signed,60 Inch Round Table,5
1264,228713753,Contract Signed,Church Pews,8
1264,228713753,Contract Signed,Ghost Chair,56
1264,228713753,Contract Signed,Louis French Chair,12
1264,228713753,Contract Signed,Natalia Sofa,1
1264,228713753,Contract Signed,Lamere Settee,1
1264,228713753,Contract Signed,Andie Chair,2
1264,228713753,Contract Signed,Russell Table,1
1264,228713753,Contract Signed,Twist Cocktail High Table,5
1264,228713753,Contract Signed,Max Beverage Tub,1
1264,228713753,Contract Signed,Draper Bar Cart,1
1264,228713753,Contract Signed,Quincy Coffee Table,1
1264,228713753,Contract Signed,Hathaway Rug,1
1264,228713753,Contract Signed,Mint Goblets,14
1264,228713753,Contract Signed,Lorren Wine Glass,12
1264,228713753,Contract Signed,Lorren Champagne Flute,12
1264,228713753,Contract Signed,Marisol Champagne Coupes,12
1264,228713753,Contract Signed,Moderno Dinner Plate,2
1264,228713753,Contract Signed,Laga Dinner Plate,2
1264,228713753,Contract Signed,Cut Glass Salad Plates,2
1264,228713753,Contract Signed,Mismatched Vintage Gold Flatware - Salad Fork,1
1264,228713753,Contract Signed,Mismatched Vintage Gold Flatware - Dinner Fork,1
1264,228713753,Contract Signed,Mismatched Vintage Gold Flatware - Knife,1
1264,228713753,Contract Signed,Mismatched Vintage Gold Flatware - Spoon,1
1264,228713753,Contract Signed,Mismatched Vintage Silver Flatware - Salad Fork,1
1264,228713753,Contract Signed,Mismatched Vintage Silver Flatware - Dinner Fork,1
1264,228713753,Contract Signed,Mismatched Vintage Silver Flatware - Knife,1
1264,228713753,Contract Signed,Mismatched Vintage Silver Flatware - Spoon,1
1264,228713753,Contract Signed,Elsa Cakestand,1
1264,228713753,Contract Signed,Zora Cake Stands,1
1264,228713753,Contract Signed,Cherie Cake Server,1
1264,228713753,Contract Signed,Gerda Cake Server,1
1264,228713753,Contract Signed,Opal Knife,1
1264,228713753,Contract Signed,Small Glass Candlesticks,40
1265,228719927,Contract Signed,Avalon Sofa,1
1265,228719927,Contract Signed,Joliet Chair,2
1265,228719927,Contract Signed,Gia Coffee Table,1
1265,228719927,Contract Signed,Hathaway Rug,1
1265,228719927,Contract Signed,Clarisa Pillow,2
1265,228719927,Contract Signed,Brisa Pillow,2
1265,228719927,Contract Signed,Audria Pillow,2
1265,228719927,Contract Signed,Reya Serpentine Sectional,1
1265,228719927,Contract Signed,Connor Coffee Table,1
1266,219362254,Lost,Genevieve Geometric Arch,1
1266,219362254,Lost,Meg Rug,1
1266,219362254,Lost,Savannah Rug,1
1266,219362254,Lost,Suja Rug,1
1266,219362254,Lost,Maintenance Fee,1
1266,219362254,Lost,Daniela Peacock Chairs - Set of 2,1
1266,219362254,Lost,Charleston Farm Table,5
1266,219362254,Lost,Maintenance Fee,1
1267,228712406,Contract Signed,Avianna Sofa,1
1268,228635754,Contract Signed,Louis French Chair,225
1268,228635754,Contract Signed,Avianna Sofa,1
1268,228635754,Contract Signed,Maintenance Fee,1
1268,228635754,Contract Signed,Carry In/Carry Out Service Fee,2
1269,228778534,Contract Signed,Ghost Chair,2
1270,228613630,Contract Signed,Pearl Settee,1
1270,228613630,Contract Signed,Andie Chair,2
1270,228613630,Contract Signed,Gia Coffee Table,1
1270,228613630,Contract Signed,Sand Rug,1
1270,228613630,Contract Signed,Elsa Cakestand,1
1271,228701805,Lost,Peacock Chair,1
1271,228701805,Lost,Anay Rattan Coffee Table,1
1271,228701805,Lost,Meg Rug,1
1271,228701805,Lost,Maintenance Fee,1
1272,228789112,Contract Signed,Navy Blue Mismatched Goblets,3
1272,228789112,Contract Signed,Light Blue Mismatched Goblets,3
1272,228789112,Contract Signed,Olive Mismatched Goblets,3
1273,228640249,Contract Signed,Colden Sofa,2
1273,228640249,Contract Signed,Johanssen Sofa,1
1273,228640249,Contract Signed,Santino Sofa,1
1273,228640249,Contract Signed,Santino Settee,1
1273,228640249,Contract Signed,Harris Settee,1
1273,228640249,Contract Signed,Vendor Cart,2
1273,228640249,Contract Signed,Agate Chair,6
1273,228640249,Contract Signed,Marcel Chair,2
1273,228640249,Contract Signed,Jasper Chair,2
1273,228640249,Contract Signed,Franz Chair,1
1273,228640249,Contract Signed,Rosenfield Chair,1
1273,228640249,Contract Signed,Natchez Trunk,1
1273,228640249,Contract Signed,Welland Trunk,1
1273,228640249,Contract Signed,Manby Trunk,1
1273,228640249,Contract Signed,Waverley Trunk,1
1273,228640249,Contract Signed,Heartland Coffee Table,1
1273,228640249,Contract Signed,Ganzi Coffee Table,2
1273,228640249,Contract Signed,Ganzi Side Table,2
1273,228640249,Contract Signed,Xander Side Table,2
1273,228640249,Contract Signed,Geo Side Table,2
1273,228640249,Contract Signed,Tress Side Table,2
1273,228640249,Contract Signed,Sybil Bottles,23
1273,228640249,Contract Signed,Hammersmith Bottles,30
1273,228640249,Contract Signed,Minette Jars,15
1273,228640249,Contract Signed,Collina Rug,1
1273,228640249,Contract Signed,Savannah Rug,1
1273,228640249,Contract Signed,Sultanabad Rug,1
1273,228640249,Contract Signed,Maintenance Fee,1
1273,228640249,Contract Signed,Setup/Teardown Service Fee,2
1273,228640249,Contract Signed,REPAIR: Colden Sofa,1
1273,228640249,Contract Signed,MISSING: Minette Jars,4
1273,228640249,Contract Signed,MISSING: Sybil Bottles,2
1273,228640249,Contract Signed,MISSING: Hammersmith Bottles,23
1274,228722296,Contract Signed,Navy Blue Mismatched Goblets,5
1274,228722296,Contract Signed,Light Blue Mismatched Goblets,5
1274,228722296,Contract Signed,Olive Mismatched Goblets,5
1274,228722296,Contract Signed,Mint Goblets,5
1275,228791290,Lost,Juliette Fainting Sofa,1
1275,228791290,Lost,Maintenance Fee,1
1276,228793753,Contract Signed,Kingston Farm Table,20
1276,228793753,Contract Signed,Kingston Sweetheart Farm Table,3
1276,228793753,Contract Signed,60 Inch Round Table,20
1276,228793753,Contract Signed,Ceil Chair,225
1276,228793753,Contract Signed,Large Brass Candlesticks,15
1276,228793753,Contract Signed,Medium Brass Candlesticks,15
1276,228793753,Contract Signed,Small Brass Candlesticks,15
1277,228780571,Contract Signed,Honeycomb Backdrop,1
1277,228780571,Contract Signed,Thea Triangle Arch,1
1277,228780571,Contract Signed,Divani Settee,1
1277,228780571,Contract Signed,Olive Mismatched Goblets,4
1277,228780571,Contract Signed,Pink Mismatched Goblets,4
1277,228780571,Contract Signed,Purple Mismatched Goblets,4
1277,228780571,Contract Signed,Navy Blue Mismatched Goblets,4
1277,228780571,Contract Signed,Tifton Pillow,1
1277,228780571,Contract Signed,Dina Pillow,1
1277,228780571,Contract Signed,Judson Pillow,1
1277,228780571,Contract Signed,Kemper Pillow Cushion,1
1277,228780571,Contract Signed,Marketing Materials,1
1277,228780571,Contract Signed,Carry In/Carry Out Service Fee,2
1278,228753914,Lost,Tyra Settee,1
1278,228753914,Lost,Maintenance Fee,1
1279,228756482,Contract Signed,Peacock Chair,1
1279,228756482,Contract Signed,Anay Rattan Side Table,1
1279,228756482,Contract Signed,Kari Round Jute Rug,1
1279,228756482,Contract Signed,Maintenance Fee,1
1280,228768632,Contract Signed,Navy Blue Mismatched Goblets,40
1280,228768632,Contract Signed,3 Pronged Brass Candelabras,10
1280,228768632,Contract Signed,Maintenance Fee,1
1281,228710671,Contract Signed,Ezra Arched Panel Backdrop,1
1281,228710671,Contract Signed,Daniela Peacock Chairs - Set of 2,1
1281,228710671,Contract Signed,Stevie Side Table,1
1281,228710671,Contract Signed,Sand Rug,1
1281,228710671,Contract Signed,Maintenance Fee,1
1281,228710671,Contract Signed,Setup/Teardown Service Fee,2
1282,228751763,Contract Signed,Charlene Backdrop,1
1282,228751763,Contract Signed,Vendor Cart,2
1282,228751763,Contract Signed,Pablo Barrel Bar,1
1282,228751763,Contract Signed,Charleston Farm Table,2
1282,228751763,Contract Signed,Vineyard Chair,12
1282,228751763,Contract Signed,Ramia Sofa,1
1282,228751763,Contract Signed,Natalia Sofa,1
1282,228751763,Contract Signed,Vonnegut Sofa,1
1282,228751763,Contract Signed,Rochelle Chair,1
1282,228751763,Contract Signed,Franz Chair,1
1282,228751763,Contract Signed,Provasi Chair,1
1282,228751763,Contract Signed,Mirabel Chair,1
1282,228751763,Contract Signed,Siena Chair,2
1282,228751763,Contract Signed,Amura Retro Chair,2
1282,228751763,Contract Signed,Portia Chair,2
1282,228751763,Contract Signed,Amini Chair,2
1282,228751763,Contract Signed,Adiago Coffee Table,1
1282,228751763,Contract Signed,Quincy Coffee Table,1
1282,228751763,Contract Signed,Octiana Coffee Table,1
1282,228751763,Contract Signed,Brugge Coffee Table,1
1282,228751763,Contract Signed,Jasmine Side Table,2
1282,228751763,Contract Signed,Diega Suitcase Set,1
1282,228751763,Contract Signed,Lamu Suitcase,1
1282,228751763,Contract Signed,Tahiti Suitcase,1
1282,228751763,Contract Signed,Lusaka Suitcase,1
1282,228751763,Contract Signed,Wood Slices,5
1282,228751763,Contract Signed,Camilla Rug,2
1282,228751763,Contract Signed,Creek Rug,1
1282,228751763,Contract Signed,Anastasia Rug,1
1282,228751763,Contract Signed,Agave Rug,1
1282,228751763,Contract Signed,Bodrum Rug,1
1282,228751763,Contract Signed,Bergama Pillow,1
1282,228751763,Contract Signed,Bergamo Pillow,1
1282,228751763,Contract Signed,Benoit Pillow,1
1282,228751763,Contract Signed,Riggins Pillow,1
1282,228751763,Contract Signed,Carla Pillow,1
1282,228751763,Contract Signed,Uccello Pillow,1
1282,228751763,Contract Signed,Samira Pillow,2
1282,228751763,Contract Signed,Parrish Pillow,2
1282,228751763,Contract Signed,Lavada Pillow,2
1282,228751763,Contract Signed,Oswin Pillow,2
1282,228751763,Contract Signed,Maintenance Fee,1
1282,228751763,Contract Signed,Setup/Teardown Service Fee,2
1283,228814203,Lost,XL Brass Candlesticks,1
1283,228814203,Lost,Large Brass Candlesticks,1
1283,228814203,Lost,Medium Brass Candlesticks,1
1283,228814203,Lost,Small Brass Candlesticks,1
1284,228325678,Lost,Genevieve Geometric Arch,1
1284,228325678,Lost,Maintenance Fee,1
1284,228325678,Lost,Setup/Teardown Service Fee,2
1285,228796287,Lost,Pablo Barrel Bar,1
1285,228796287,Lost,Acapulco Chair,2
1285,228796287,Lost,Delilah Bench,1
1285,228796287,Lost,Madsen Round Pouf,1
1285,228796287,Lost,Madsen Square Pouf,1
1285,228796287,Lost,Moorly Pouf,1
1285,228796287,Lost,White Lanterns,1
1285,228796287,Lost,Copper Sign Stand 11x14 inches,1
1285,228796287,Lost,Maintenance Fee,1
1286,228752376,Contract Signed,Blush Pink Goblets,45
1286,228752376,Contract Signed,Vintage Teacups & Saucers,45
1286,228752376,Contract Signed,Vintage Mismatched China Dinner Plates,5
1286,228752376,Contract Signed,Vintage Tea Pot,16
1286,228752376,Contract Signed,Vintage Creamer for teaset,16
1286,228752376,Contract Signed,Sugar Bowl,8
1286,228752376,Contract Signed,Maintenance Fee,1
1287,228356742,Contract Signed,Avianna Sofa,1
1287,228356742,Contract Signed,Harris Settee,1
1287,228356742,Contract Signed,Avianna Settee,1
1287,228356742,Contract Signed,Selena Chair,2
1287,228356742,Contract Signed,Brugge Coffee Table,1
1287,228356742,Contract Signed,Maintenance Fee,1
1287,228356742,Contract Signed,Maintenance Fee,1
1287,228356742,Contract Signed,Topher Desk,1
1287,228356742,Contract Signed,Ivory Adjustable Floor Easel,1
1287,228356742,Contract Signed,Maintenance Fee,1
1288,228699583,Lost,Divani Settee,1
1288,228699583,Lost,Maintenance Fee,1
1289,228754281,Lost,Charlotte Gold Shelf,1
1289,228754281,Lost,Nora Chair,1
1289,228754281,Lost,Alden Bar Cart,1
1289,228754281,Lost,Light Blue Mismatched Goblets,40
1289,228754281,Lost,Maintenance Fee,1
1289,228754281,Lost,Carry In/Carry Out Service Fee,2
1290,228775972,Lost,Max Beverage Tub,1
1290,228775972,Lost,Chalkboard Arrow Sign,3
1290,228775972,Lost,Blush Pink Goblets,40
1290,228775972,Lost,Lorren Champagne Flute,40
1290,228775972,Lost,Cut Glass Salad Plates,4
1290,228775972,Lost,Mason Drink Dispenser,1
1290,228775972,Lost,Rush Order Fee,1
1290,228775972,Lost,Maintenance Fee,1
1291,228681848,Contract Signed,Gabrielle Dresser,1
1291,228681848,Contract Signed,Sabine Table,1
1291,228681848,Contract Signed,Amber Mismatched Goblets,75
1291,228681848,Contract Signed,Gold Vintage Chargers,75
1291,228681848,Contract Signed,Vintage Mismatched China Dinner Plates,75
1291,228681848,Contract Signed,Mismatched Vintage Gold Flatware - Salad Fork,75
1291,228681848,Contract Signed,Mismatched Vintage Gold Flatware - Dinner Fork,75
1291,228681848,Contract Signed,Mismatched Vintage Gold Flatware - Knife,75
1291,228681848,Contract Signed,Mismatched Vintage Gold Flatware - Spoon,75
1291,228681848,Contract Signed,Maintenance Fee,1
1292,228802975,Contract Signed,Bali Umbrella,1
1292,228802975,Contract Signed,Montmarte Display Cart,1
1292,228802975,Contract Signed,Sylvette Chair,2
1292,228802975,Contract Signed,Winter Table,1
1292,228802975,Contract Signed,Maintenance Fee,1
1292,228802975,Contract Signed,Setup/Teardown Service Fee,2
1293,228775435,Lost,Tia Settee,1
1293,228775435,Lost,Maintenance Fee,1
1294,228727382,Lost,Louis French Chair,230
1294,228727382,Lost,Ramia Sofa,1
1294,228727382,Lost,Divani Sofa,1
1294,228727382,Lost,Liliac Sofa,1
1294,228727382,Lost,Avianna Sofa,2
1294,228727382,Lost,Avianna Settee,1
1294,228727382,Lost,Divani Settee,2
1294,228727382,Lost,Everly Chair,2
1294,228727382,Lost,Sheldon Chair,7
1294,228727382,Lost,Rani Chair,2
1294,228727382,Lost,Xabier Chair,2
1294,228727382,Lost,Finley Chair,2
1294,228727382,Lost,Selena Chair,2
1294,228727382,Lost,Maintenance Fee,1
1294,228727382,Lost,Setup/Teardown Service Fee,2
1295,216334388,Contract Signed,Emmit Hairpin Table,19
1295,216334388,Contract Signed,XL Brass Candlesticks,20
1295,216334388,Contract Signed,Medium Brass Candlesticks,80
1295,216334388,Contract Signed,Medium Glass Candlesticks,40
1295,216334388,Contract Signed,Small Brass Candlesticks,40
1295,216334388,Contract Signed,Small Glass Candlesticks,36
1295,216334388,Contract Signed,Wexford Matching Clear Goblets,152
1295,216334388,Contract Signed,Maintenance Fee,1
1296,228777916,Lost,Diani Diamond Backdrop,1
1296,228777916,Lost,Vendor Cart,1
1296,228777916,Lost,Amalfi White Cake Stand,1
1296,228777916,Lost,Maintenance Fee,1
1296,228777916,Lost,Setup/Teardown Service Fee,2
1297,228556814,Lost,Tia Settee,1
1297,228556814,Lost,Maintenance Fee,1
1297,228556814,Lost,Carry In/Carry Out Service Fee,2
1298,228690526,Contract Signed,Ghost Chair,110
1298,228690526,Contract Signed,Maintenance Fee,1
1299,228829361,Lost,Sweetgrass Backdrop,1
1299,228829361,Lost,Sandy Chair,1
1299,228829361,Lost,Dolly Coffee Table,1
1299,228829361,Lost,Chanel Columns,2
1299,228829361,Lost,Mannequin Form,1
1299,228829361,Lost,Bertin Table,1
1299,228829361,Lost,Daris Mirror,1
1299,228829361,Lost,Zadie Pen,1
1299,228829361,Lost,Beverly Door,1
1299,228829361,Lost,Nantucket Console Table,1
1299,228829361,Lost,Leigh Side Table,1
1299,228829361,Lost,Babette Side Table,1
1299,228829361,Lost,Gidget Chalkboard,1
1299,228829361,Lost,Frances Jar Set,1
1299,228829361,Lost,Chamomile Mini Pitchers,8
1299,228829361,Lost,Clear Mason Jar,1
1299,228829361,Lost,Blue Mason Ball Jar,1
1299,228829361,Lost,Lizzy Jars,6
1299,228829361,Lost,Piaf Sofa,1
1299,228829361,Lost,Piaf Settee,1
1299,228829361,Lost,Piaf Chair,1
1299,228829361,Lost,Reinhardt Coffee Table,1
1299,228829361,Lost,Gilespie Horn Case,1
1299,228829361,Lost,Libby Card File,1
1299,228829361,Lost,Secoy Chair,4
1299,228829361,Lost,Daisy Side Table,2
1299,228829361,Lost,Rizzo Ice Bucket,1
1299,228829361,Lost,Goldie Vases,4
1299,228829361,Lost,Aziz Mini Vases,4
1299,228829361,Lost,Delilah Bench,1
1299,228829361,Lost,Delilah Ottoman,1
1299,228829361,Lost,Astrid Chair,1
1299,228829361,Lost,Willa Chair,1
1299,228829361,Lost,Ikat Ottoman,2
1299,228829361,Lost,Love Lighted Sign,1
1299,228829361,Lost,Stitch Display Shelf,1
1299,228829361,Lost,Morrison Chair,2
1299,228829361,Lost,Judd Bench,1
1299,228829361,Lost,Jax Card File,1
1299,228829361,Lost,Cranston Stairs,1
1299,228829361,Lost,Dilbert Fan,1
1299,228829361,Lost,Horace Scale,1
1299,228829361,Lost,Vintage Soda Bottles,30
1299,228829361,Lost,June Table,2
1299,228829361,Lost,Viv Side Table,2
1299,228829361,Lost,Vix Side Table,4
1299,228829361,Lost,Rize Modular Seating,4
1299,228829361,Lost,Tetris Modular Seating,1
1299,228829361,Lost,Brown/Green Bar,1
1299,228829361,Lost,Maja Console Table,1
1299,228829361,Lost,Maja Side Table,2
1299,228829361,Lost,Swanson Chair,1
1299,228829361,Lost,Kristi Side Table,1
1299,228829361,Lost,Casey Side Table,1
1299,228829361,Lost,Lenore Buffet,1
1299,228829361,Lost,Ghita Side Table,1
1299,228829361,Lost,Coco Side Table,1
1299,228829361,Lost,Sally Chair,2
1299,228829361,Lost,Cosette Balance,1
1299,228829361,Lost,Baradine Display,1
1299,228829361,Lost,Mansfield Mirror,1
1299,228829361,Lost,Chloe Mirror,1
1299,228829361,Lost,Juniper Buffet,1
1299,228829361,Lost,Prynne Chalkboard,1
1299,228829361,Lost,Iris Pitchers,8
1299,228829361,Lost,Dormand Ice Bucket,1
1299,228829361,Lost,Lorna Cups,10
1299,228829361,Lost,Mermay Cakestand,1
1299,228829361,Lost,Hugo Chair,1
1299,228829361,Lost,Maxwell Side Table,1
1299,228829361,Lost,Bernthal Ice Bucket,1
1299,228829361,Lost,Ramsey Ice Bucket,1
1299,228829361,Lost,Barbary Box,1
1299,228829361,Lost,Wood Headboard,1
1299,228829361,Lost,Purity Chalkboard,1
1299,228829361,Lost,Lyla Chalkboard,1
1299,228829361,Lost,Rosy Chalkboard,1
1299,228829361,Lost,Ichabod Chalkboard,1
1299,228829361,Lost,Klieg Side Table,1
1299,228829361,Lost,Renata Chair,1
1299,228829361,Lost,Lilith Chair,1
1299,228829361,Lost,Grimsby Teapot,1
1299,228829361,Lost,Amira Teapot,1
1299,228829361,Lost,Flynn Teapot,1
1299,228829361,Lost,Saris Urn,1
1299,228829361,Lost,Keith Chair,2
1299,228829361,Lost,Vreem Metal Containers,2
1299,228829361,Lost,Kudro Ottoman,1
1300,228747216,Contract Signed,Divani Settee,1
1300,228747216,Contract Signed,Nora Chair,2
1300,228747216,Contract Signed,Brugge Coffee Table,1
1300,228747216,Contract Signed,Daisy Side Table,2
1300,228747216,Contract Signed,Collina Rug,1
1300,228747216,Contract Signed,Clarisa Pillow,1
1300,228747216,Contract Signed,Dakota Pillow,1
1300,228747216,Contract Signed,Jace Pillow,1
1300,228747216,Contract Signed,Maintenance Fee,1
1300,228747216,Contract Signed,Divani Settee,1
1300,228747216,Contract Signed,Collette Chair,2
1300,228747216,Contract Signed,Aston Side Table Set,1
1300,228747216,Contract Signed,Hathaway Rug,1
1300,228747216,Contract Signed,Clarisa Pillow,2
1300,228747216,Contract Signed,Carla Pillow,1
1300,228747216,Contract Signed,Maintenance Fee,1
1300,228747216,Contract Signed,Marketing Materials,1
1300,228747216,Contract Signed,Setup/Teardown Service Fee,2
1301,228820663,Contract Signed,Diani Diamond Backdrop,1
1301,228820663,Contract Signed,Emmit Hairpin Table,1
1301,228820663,Contract Signed,Modern White Wire Metal Chair,23
1301,228820663,Contract Signed,Ceil Chair,24
1301,228820663,Contract Signed,Agate Chair,6
1301,228820663,Contract Signed,Roxton Chair,4
1301,228820663,Contract Signed,Russell Chair,2
1301,228820663,Contract Signed,Astrid Chair,1
1301,228820663,Contract Signed,Parker Sofa,1
1301,228820663,Contract Signed,Sofia Oversized Chair,1
1301,228820663,Contract Signed,Safiya Chair,1
1301,228820663,Contract Signed,Leila Coffee Table,1
1301,228820663,Contract Signed,Tress Side Table,1
1301,228820663,Contract Signed,Pelham Side Table,1
1301,228820663,Contract Signed,Finchley Leather Ottoman,2
1301,228820663,Contract Signed,Anastasia Rug,1
1301,228820663,Contract Signed,Bergama Pillow,1
1301,228820663,Contract Signed,Bergamo Pillow,1
1301,228820663,Contract Signed,Colson Pillow,1
1301,228820663,Contract Signed,Judson Pillow,1
1301,228820663,Contract Signed,Olive Mismatched Goblets,8
1301,228820663,Contract Signed,Charleston Farm Table,1
1301,228820663,Contract Signed,Modern White Wire Metal Chair,48
1301,228820663,Contract Signed,Alden Bar Cart,1
1301,228820663,Contract Signed,Dyna Round Jute Rug,1
1301,228820663,Contract Signed,Clear Mismatched Goblets,6
1301,228820663,Contract Signed,Yellow Mismatched Goblets,6
1301,228820663,Contract Signed,Laga Dinner Plate,1
1301,228820663,Contract Signed,Laga Salad Plate,1
1301,228820663,Contract Signed,Theo Sofa,1
1301,228820663,Contract Signed,Selena Chair,1
1301,228820663,Contract Signed,Portia Chair,1
1301,228820663,Contract Signed,Sheldon Chair,1
1301,228820663,Contract Signed,Arlington Coffee Table,1
1301,228820663,Contract Signed,Faux Grass,2
1301,228820663,Contract Signed,60 Inch Round Table,1
1301,228820663,Contract Signed,Ceil Chair,44
1301,228820663,Contract Signed,Navy Blue Mismatched Goblets,8
1301,228820663,Contract Signed,Resy Table,2
1301,228820663,Contract Signed,Keith Chair,2
1301,228820663,Contract Signed,Cooler,1
1302,228662485,Lost,Esperanza Sofa,1
1302,228662485,Lost,Sylvette Chair,2
1302,228662485,Lost,Anay Rattan Coffee Table,1
1302,228662485,Lost,Layla Rug,1
1302,228662485,Lost,Meg Rug,1
1302,228662485,Lost,Maintenance Fee,1
1303,228782981,Contract Signed,Thea Triangle Arch,1
1303,228782981,Contract Signed,Divani Settee,1
1303,228782981,Contract Signed,Meg Rug,1
1303,228782981,Contract Signed,Clear Cylinder Votive Holders (set of 3),2
1303,228782981,Contract Signed,Maintenance Fee,1
1303,228782981,Contract Signed,Avalon Sofa,1
1303,228782981,Contract Signed,Setup/Teardown Service Fee,2
1303,228782981,Contract Signed,Nora Chair,2
1303,228782981,Contract Signed,Brugge Coffee Table,1
1303,228782981,Contract Signed,Hathaway Rug,1
1303,228782981,Contract Signed,Clear Cylinder Votive Holders (set of 3),1
1304,228815063,Lost,Tia Settee,1
1304,228815063,Lost,Maintenance Fee,1
1305,228747676,Contract Signed,Charleston Sweetheart Farm Table,1
1305,228747676,Contract Signed,Louis French Chair,2
1305,228747676,Contract Signed,Ghost Chair,1
1305,228747676,Contract Signed,North Star Sofa,1
1305,228747676,Contract Signed,Tori Rug,1
1305,228747676,Contract Signed,Sand Rug,1
1305,228747676,Contract Signed,Medium Glass Candlesticks,20
1305,228747676,Contract Signed,Small Glass Candlesticks,20
1305,228747676,Contract Signed,Socialite Phone,1
1305,228747676,Contract Signed,Vintage Vanity Mirror,1
1305,228747676,Contract Signed,Prep/Restock Fees,2
1306,228827903,Contract Signed,Sheldon Chair,5
1306,228827903,Contract Signed,Brugge Coffee Table,1
1306,228827903,Contract Signed,Maintenance Fee,1
1307,228846511,Contract Signed,Kingston Farm Table,1
1307,228846511,Contract Signed,Louis French Chair,8
1307,228846511,Contract Signed,Additional Rentals to Meet $200 Subtotal Minimum,1
1307,228846511,Contract Signed,Rush Order Fee,1
1307,228846511,Contract Signed,Maintenance Fee,1
1308,228804833,Contract Signed,Peacock Chair,1
1308,228804833,Contract Signed,Osaka Suitcase,1
1308,228804833,Contract Signed,Seoul Suitcase,1
1308,228804833,Contract Signed,Santa Fe Suitcase,1
1308,228804833,Contract Signed,Ida Silver Mirror Trays,3
1308,228804833,Contract Signed,Vanderbilt Candelabras,2
1308,228804833,Contract Signed,Silver Candlesticks,12
1308,228804833,Contract Signed,Maintenance Fee,1
1309,228810274,Lost,Louis French Chair,50
1309,228810274,Lost,Russell Table,1
1309,228810274,Lost,60 Inch Round Table,25
1309,228810274,Lost,Maintenance Fee,1
1309,228810274,Lost,Carry In/Carry Out Service Fee,2
1310,228841820,Lost,Woodland Arch,1
1310,228841820,Lost,Maintenance Fee,1
1310,228841820,Lost,Rush Order Fee,1
1311,228830741,Lost,Juliette Fainting Sofa,1
1311,228830741,Lost,Maintenance Fee,1
1312,228849600,Contract Signed,Medium Brass Candlesticks,3
1312,228849600,Contract Signed,Small Brass Candlesticks,3
1312,228849600,Contract Signed,Light Blue Mismatched Goblets,3
1312,228849600,Contract Signed,Olive Mismatched Goblets,3
1312,228849600,Contract Signed,Celine Dinner Plates,1
1312,228849600,Contract Signed,Celine Salad Plates,1
1312,228849600,Contract Signed,Vintage Gold Flatware,1
1312,228849600,Contract Signed,Vintage Silver Flatware,1
1313,228709172,Lost,Maintenance Fee,1
1313,228709172,Lost,Setup/Teardown Service Fee,2
1314,228850596,Contract Signed,Louis French Chair,1
1315,228841102,Contract Signed,Magnus Backdrop,1
1315,228841102,Contract Signed,Kingston Farm Table,2
1315,228841102,Contract Signed,Charleston Farm Table,1
1315,228841102,Contract Signed,Theo Sofa,1
1315,228841102,Contract Signed,Safa Swivel Barrel Chair,2
1315,228841102,Contract Signed,Rani Chair,2
1315,228841102,Contract Signed,Ghost Chair,36
1315,228841102,Contract Signed,Siena Chair,18
1315,228841102,Contract Signed,Modern White Wire Metal Chair,6
1315,228841102,Contract Signed,Della Shelf,2
1315,228841102,Contract Signed,Zara Side Table,2
1315,228841102,Contract Signed,Lou Candy Dishes,2
1315,228841102,Contract Signed,Medium Glass Candlesticks,20
1315,228841102,Contract Signed,Martini Glass,16
1315,228841102,Contract Signed,Lorren Wine Glass,6
1315,228841102,Contract Signed,Lorren Champagne Flute,6
1315,228841102,Contract Signed,Gold Rimmed Vintage Mismatched Coupes,6
1315,228841102,Contract Signed,Amalfi White Cake Stand,1
1316,228791740,Lost,Kimball Chair,2
1316,228791740,Lost,Clear Cylinder Votive Holders (set of 3),1
1317,228869309,Lost,Nora Chair,2
1317,228869309,Lost,Rush Order Fee,1
1317,228869309,Lost,Maintenance Fee,1
1318,228857614,Lost,Cerise Settee,1
1318,228857614,Lost,Arlington Coffee Table,1
1318,228857614,Lost,Maintenance Fee,1
1318,228857614,Lost,Carry In/Carry Out Service Fee,2
1319,228616660,Lost,Emmaline Cart,1
1319,228616660,Lost,Cindy Sectional,1
1319,228616660,Lost,Dauphine Sofa,1
1319,228616660,Lost,Juliette Fainting Sofa,1
1319,228616660,Lost,Avianna Settee,1
1319,228616660,Lost,Bobbi Console Table,1
1319,228616660,Lost,Maintenance Fee,1
1319,228616660,Lost,Carry In/Carry Out Service Fee,2
1320,228774045,Contract Signed,Raquel Settee,1
1320,228774045,Contract Signed,Maintenance Fee,1
1321,228664720,Lost,Charleston Farm Table,12
1321,228664720,Lost,Charleston Sweetheart Farm Table,1
1321,228664720,Lost,Lorren Wine Glass,100
1321,228664720,Lost,Moderno Dinner Plate,100
1321,228664720,Lost,Maintenance Fee,1
1321,228664720,Lost,Setup/Teardown Service Fee,2
1322,228758607,Contract Signed,Olive Mismatched Goblets,80
1322,228758607,Contract Signed,Maintenance Fee,1
1323,228864755,Contract Signed,Lanka Bar Chair,4
1323,228864755,Contract Signed,Twist Cocktail High Table,2
